code,lastname,firstname,sei,namae,email_address,company_mobie,gender,date_of_birth,date_of_joining_company,main_category,sub_category,minor_category,classification,position,monthly_basic_salary,qualifications
SF427232,上野,慎太郎,ueno,shintarou,ueno_shintarou4@tekuwan.co.jp,030-7109-1041,男性,1990/9/28,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF848072,菊池,大樹,kikuchi,taiju,kikuchi_taiju5@tekuwan.co.jp,030-0474-1755,男性,1989/7/21,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF328157,島田,瑛大,shimada,eidai,shimada_eidai1@tekuwan.co.jp,030-5834-4583,男性,1990/8/27,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF834171,今井,大作,imai,taisaku,imai_taisaku2@tekuwan.co.jp,030-4594-9419,男性,1989/6/12,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF260306,川口,愛理,kawaguchi,eri,kawaguchi_eri3@tekuwan.co.jp,030-8429-3908,女性,1989/8/28,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF747887,菅原,みさと,sugawara,misato,sugawara_misato4@tekuwan.co.jp,030-6816-5467,女性,1990/12/19,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF891676,小林,愛理,kobayashi,eri,kobayashi_eri5@tekuwan.co.jp,030-6491-3503,女性,1989/4/7,2013/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF967106,宮崎,駿,miyazaki,shun,miyazaki_shun1@tekuwan.co.jp,030-0106-7816,男性,1991/9/10,2014/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF398669,石井,あかり,ishii,akari,ishii_akari2@tekuwan.co.jp,030-9173-1053,女性,1990/5/25,2014/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF242949,斎藤,健,saitou,takeshi,saitou_takeshi3@tekuwan.co.jp,030-1006-7170,男性,1993/6/14,2016/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF893129,杉本,陽太,sugimoto,youta,sugimoto_youta4@tekuwan.co.jp,030-5550-1213,男性,1994/8/8,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF210404,小山,海斗,oyama,kaito,oyama_kaito5@tekuwan.co.jp,030-7144-5282,男性,1995/10/2,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF496064,水野,花子,mizuno,hanako,mizuno_hanako1@tekuwan.co.jp,030-9376-0252,女性,1997/10/12,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,チーフ,"450,000",
SF705200,金子,健太郎,kaneko,kentarou,kaneko_kentarou2@tekuwan.co.jp,030-7400-2246,男性,1994/12/24,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF939542,白石,悠斗,shiroishi,yuuto,shiroishi_yuuto3@tekuwan.co.jp,030-3762-1776,男性,1994/5/9,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF014651,山口,悠希,yamaguchi,yuuki,yamaguchi_yuuki4@tekuwan.co.jp,030-1629-2358,男性,1994/11/2,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF110328,小松,陽大,komatsu,youdai,komatsu_youdai5@tekuwan.co.jp,030-7817-1177,男性,1994/12/17,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF351153,河野,大悟,kouno,daigo,kouno_daigo1@tekuwan.co.jp,030-1334-9122,男性,1994/5/6,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF897481,吉田,航,yoshida,kou,yoshida_kou2@tekuwan.co.jp,030-4483-4658,男性,1994/7/14,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF118434,田村,悠輝,tamura,yuuki,tamura_yuuki3@tekuwan.co.jp,030-6713-2347,男性,1995/2/13,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF596790,林,陸,hayashi,riku,hayashi_riku4@tekuwan.co.jp,030-8332-1402,男性,1995/1/20,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF680728,島田,莉子,shimada,riko,shimada_riko5@tekuwan.co.jp,030-1451-2505,女性,1995/1/20,2017/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"400,000",
SF597701,中川,夏樹,nakagawa,natsuki,nakagawa_natsuki1@tekuwan.co.jp,030-8005-1176,男性,1995/5/19,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF274319,樋口,夏樹,higuchi,natsuki,higuchi_natsuki2@tekuwan.co.jp,030-6961-7440,男性,1995/10/20,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF004232,野口,悠也,noguchi,yuuya,noguchi_yuuya3@tekuwan.co.jp,030-1325-1774,男性,1995/12/16,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF047603,鈴木,直樹,suzuki,naoki,suzuki_naoki4@tekuwan.co.jp,030-1351-3585,男性,1996/1/2,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF056614,中山,悠太郎,nakayama,yuutarou,nakayama_yuutarou5@tekuwan.co.jp,030-5645-8976,男性,1995/9/19,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF625733,富田,拓斗,tomita,takuto,tomita_takuto1@tekuwan.co.jp,030-9272-7187,男性,1995/5/25,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF711248,永井,拓海,nagai,takumi,nagai_takumi2@tekuwan.co.jp,030-6815-1423,男性,1995/10/6,2018/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"375,000",
SF903084,菊地,悠希,kikuchi,yuuki,kikuchi_yuuki3@tekuwan.co.jp,030-0793-0325,男性,1996/8/24,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF392839,宮崎,陽向,miyazaki,youkou,miyazaki_youkou4@tekuwan.co.jp,030-5704-8395,男性,1996/9/12,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF289014,田村,健,tamura,takeshi,tamura_takeshi5@tekuwan.co.jp,030-8779-7997,男性,1996/6/9,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF188845,島崎,健,shimazaki,takeshi,shimazaki_takeshi1@tekuwan.co.jp,030-4573-9361,男性,1996/7/1,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF481844,阿部,大河,abe,taiga,abe_taiga2@tekuwan.co.jp,030-3077-9581,男性,1996/9/24,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF856533,大塚,拓斗,ootsuka,takuto,ootsuka_takuto3@tekuwan.co.jp,030-5891-0419,男性,1996/4/30,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF287640,林,悠真,hayashi,yuuma,hayashi_yuuma4@tekuwan.co.jp,030-3741-0649,男性,1996/12/12,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF294337,栗田,大河,kurita,taiga,kurita_taiga5@tekuwan.co.jp,030-1660-6430,男性,1996/7/12,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF470264,竹内,麻衣,takeuchi,mai,takeuchi_mai1@tekuwan.co.jp,030-4398-0835,女性,1996/8/3,2019/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"350,000",
SF068893,富田,陽一,tomita,youichi,tomita_youichi2@tekuwan.co.jp,030-9213-3014,男性,1997/6/19,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"325,000",
SF407940,小林,悟,kobayashi,satoshi,kobayashi_satoshi3@tekuwan.co.jp,030-9563-1577,男性,1997/3/28,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"325,000",
SF289281,松田,健,matsuda,takeshi,matsuda_takeshi4@tekuwan.co.jp,030-8094-5124,男性,1997/8/17,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"325,000",
SF555877,野村,龍太郎,nomura,ryuutarou,nomura_ryuutarou5@tekuwan.co.jp,030-0139-1520,男性,1997/10/21,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"325,000",
SF911274,佐々木,陽向,sasaki,youkou,sasaki_youkou1@tekuwan.co.jp,030-9705-8476,男性,1997/5/5,2020/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"325,000",
SF500506,武田,翔太,takeda,shouta,takeda_shouta2@tekuwan.co.jp,030-4359-5988,男性,1999/1/22,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF696844,相沢,隼人,aizawa,hayato,aizawa_hayato4@tekuwan.co.jp,030-1866-8508,男性,1998/6/10,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF876061,小川,次郎,ogawa,jirou,ogawa_jirou5@tekuwan.co.jp,030-3944-0285,男性,1998/10/9,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF574773,小山,悠希,oyama,yuuki,oyama_yuuki6@tekuwan.co.jp,030-5331-3234,男性,1998/11/1,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF954314,樋口,勇太,higuchi,yuuta,higuchi_yuuta1@tekuwan.co.jp,030-2868-5754,男性,1998/7/26,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF977185,阿部,拓也,abe,takuya,abe_takuya2@tekuwan.co.jp,030-1681-1825,男性,1998/5/15,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF418688,内藤,次郎,naitou,jirou,naitou_jirou3@tekuwan.co.jp,030-1486-5244,男性,1999/3/1,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF135119,小島,ゆか,kojima,yuka,kojima_yuka4@tekuwan.co.jp,030-9871-1649,女性,1998/10/3,2021/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"300,000",
SF958352,加藤,陽介,katou,yousuke,katou_yousuke5@tekuwan.co.jp,030-0284-9253,男性,1999/4/3,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF316440,大石,健吾,ooishi,kengo,ooishi_kengo1@tekuwan.co.jp,030-0600-7857,男性,1999/7/27,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF387734,水野,悠希,mizuno,yuuki,mizuno_yuuki2@tekuwan.co.jp,030-4573-5964,男性,2000/3/4,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF530443,河野,悠希,kouno,yuuki,kouno_yuuki3@tekuwan.co.jp,030-5641-4821,男性,1999/10/3,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF173606,中島,啓太,nakajima,keita,nakajima_keita4@tekuwan.co.jp,030-4515-6048,男性,1999/11/7,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF889509,樋口,駆,higuchi,ku,higuchi_ku5@tekuwan.co.jp,030-9689-5124,男性,1999/12/5,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF519346,斎藤,大悟,saitou,daigo,saitou_daigo1@tekuwan.co.jp,030-1745-8440,男性,1999/3/21,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF178848,平田,颯太,hirata,fuuta,hirata_fuuta2@tekuwan.co.jp,030-9688-0463,男性,2000/3/26,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF931512,岩田,悠一,iwata,yuuichi,iwata_yuuichi3@tekuwan.co.jp,030-2506-8501,男性,2000/3/26,2022/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"275,000",
SF443995,大塚,蓮,ootsuka,hasu,ootsuka_hasu4@tekuwan.co.jp,030-6619-0184,男性,2000/12/11,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF028154,山崎,慎吾,yamazaki,shingo,yamazaki_shingo5@tekuwan.co.jp,030-4444-4586,男性,2000/8/31,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF577995,藤井,悠太,fujii,yuuta,fujii_yuuta1@tekuwan.co.jp,030-9132-1219,男性,2000/11/27,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF829215,中川,陽介,nakagawa,yousuke,nakagawa_yousuke2@tekuwan.co.jp,030-1007-5658,男性,2000/5/9,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF533628,久保,颯太,kubo,fuuta,kubo_fuuta3@tekuwan.co.jp,030-0594-4781,男性,2000/4/16,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF381663,中山,健吾,nakayama,kengo,nakayama_kengo4@tekuwan.co.jp,030-1874-6539,男性,2000/4/20,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF344161,小松,蓮,komatsu,hasu,komatsu_hasu5@tekuwan.co.jp,030-7758-8946,男性,2000/12/13,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF167140,山崎,悠真,yamazaki,yuuma,yamazaki_yuuma1@tekuwan.co.jp,030-0062-0242,男性,2000/8/15,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF101772,永井,悠真,nagai,yuuma,nagai_yuuma2@tekuwan.co.jp,030-6618-9353,男性,2000/12/28,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF001194,栗田,拓也,kurita,takuya,kurita_takuya3@tekuwan.co.jp,030-7488-3070,男性,2001/3/4,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF501394,北村,隼斗,kitamura,hayato,kitamura_hayato4@tekuwan.co.jp,030-0587-5781,男性,2001/1/1,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF767659,藤田,大和,fujita,yamato,fujita_yamato5@tekuwan.co.jp,030-2797-2510,男性,2001/1/26,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
SF297703,富田,さつき,tomita,satsuki,tomita_satsuki1@tekuwan.co.jp,030-0556-3659,女性,2000/11/18,2023/4/1,営業本部,関西営業部,関西営業第ニ課,正社員,,"250,000",
R423716,吉田,なつ,yoshida,natsu,yoshida_natsu2@tekuwan.co.jp,030-2331-3805,女性,1975/9/24,2021/4/1,営業本部,関西営業部,関西営業第ニ課,契約社員,,"190,000",
R677381,永井,愛理,nagai,eri,nagai_eri3@tekuwan.co.jp,030-6891-8109,女性,1988/9/29,2021/4/1,営業本部,関西営業部,関西営業第ニ課,契約社員,,"190,000",
R424395,鈴木,海斗,suzuki,kaito,suzuki_kaito4@tekuwan.co.jp,030-3563-3238,男性,1987/12/7,2022/4/1,営業本部,関西営業部,関西営業第ニ課,契約社員,,"180,000",
K907638,北川,大翔,kitagawa,hiroto,kitagawa_hiroto5@tekuwan.co.jp,030-8654-6336,男性,1958/6/11,1981/4/1,営業本部,関西営業部,関西営業第ニ課,嘱託社員,,"180,000",
K993176,吉田,悠希,yoshida,yuuki,yoshida_yuuki1@tekuwan.co.jp,030-4065-0531,男性,1961/6/28,1983/4/1,営業本部,関西営業部,関西営業第ニ課,嘱託社員,,"180,000",
P890061,古賀,りな,koga,rina,koga_rina2@tekuwan.co.jp,030-1736-0321,女性,1991/3/21,2023/9/1,営業本部,関西営業部,関西営業第ニ課,パート,,,
P118560,本間,あやか,honma,ayaka,honma_ayaka3@tekuwan.co.jp,030-0247-7080,女性,1988/11/4,2023/9/1,営業本部,関西営業部,関西営業第ニ課,パート,,,
SF200041,石田,あやか,ishida,ayaka,ishida_ayaka4@tekuwan.co.jp,030-3455-4432,女性,1979/2/5,2001/4/1,営業本部,九州営業部,九州営業課,正社員,部長,"950,000",
SF724315,菊池,陽一,kikuchi,youichi,kikuchi_youichi5@tekuwan.co.jp,030-4412-9977,男性,1977/6/30,2004/4/1,営業本部,九州営業部,九州営業課,正社員,課長,"750,000",
SF008731,横山,瑛大,yokoyama,eidai,yokoyama_eidai1@tekuwan.co.jp,030-1170-7742,男性,1985/12/21,2008/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"600,000",
SF925827,関口,和也,sekiguchi,kazuya,sekiguchi_kazuya2@tekuwan.co.jp,030-0646-2024,男性,1987/8/30,2011/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"600,000",
SF698421,岩田,慎太郎,iwata,shintarou,iwata_shintarou3@tekuwan.co.jp,030-4578-4444,男性,1988/4/25,2011/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"600,000",
SF736659,長谷川,大翔,hasegawa,hiroto,hasegawa_hiroto4@tekuwan.co.jp,030-8171-8219,男性,1989/1/12,2011/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"600,000",
SF195123,川口,悠,kawaguchi,yuu,kawaguchi_yuu5@tekuwan.co.jp,030-9963-8324,男性,1990/12/2,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"600,000",
SF532852,菊池,凛,kikuchi,rin,kikuchi_rin1@tekuwan.co.jp,030-2608-8506,女性,1986/11/7,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チームリーダー,"550,000",
SF598791,林,悠真,hayashi,yuuma,hayashi_yuuma2@tekuwan.co.jp,030-7294-9033,男性,1991/3/23,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF621530,大野,悠人,oono,yuuto,oono_yuuto3@tekuwan.co.jp,030-7095-9625,男性,1990/3/17,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF319456,高木,悠斗,takagi,yuuto,takagi_yuuto4@tekuwan.co.jp,030-7316-7302,男性,1989/11/16,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF535989,阿部,美穂,abe,miho,abe_miho5@tekuwan.co.jp,030-9442-4125,女性,1989/5/4,2013/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF873004,白井,大悟,shirai,daigo,shirai_daigo1@tekuwan.co.jp,030-3589-6484,男性,1991/12/5,2014/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF762988,本間,あやか,honma,ayaka,honma_ayaka2@tekuwan.co.jp,030-6612-3721,女性,1991/12/24,2014/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF375389,山本,みさと,yamamoto,misato,yamamoto_misato3@tekuwan.co.jp,030-5399-9100,女性,1991/10/28,2015/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF736692,本間,拓斗,honma,takuto,honma_takuto4@tekuwan.co.jp,030-1193-4650,男性,1993/9/6,2016/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF093078,栗田,陽介,kurita,yousuke,kurita_yousuke5@tekuwan.co.jp,030-1980-1673,男性,1992/8/4,2016/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF923982,北川,陸,kitagawa,riku,kitagawa_riku1@tekuwan.co.jp,030-1005-5121,男性,1998/1/1,2020/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF875524,本田,駆,honda,ku,honda_ku2@tekuwan.co.jp,030-7379-5567,男性,1997/12/31,2020/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF222810,小松,翔平,komatsu,shouhei,komatsu_shouhei3@tekuwan.co.jp,030-7015-7017,男性,1997/11/15,2020/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF678744,小山,龍太郎,oyama,ryuutarou,oyama_ryuutarou4@tekuwan.co.jp,030-4229-6045,男性,1996/6/28,2020/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF525334,吉田,千尋,yoshida,senjin,yoshida_senjin5@tekuwan.co.jp,030-2432-1539,女性,1997/6/8,2020/4/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF321010,桜井,大悟,sakurai,daigo,sakurai_daigo1@tekuwan.co.jp,030-5228-7264,男性,1988/6/10,2023/8/1,営業本部,九州営業部,九州営業課,正社員,チーフ,"450,000",
SF453828,北村,陽一,kitamura,youichi,kitamura_youichi1@tekuwan.co.jp,030-5055-5449,男性,1994/12/16,2017/4/1,営業本部,九州営業部,九州営業課,正社員,,"400,000",
SF979372,中村,大地,nakamura,daichi,nakamura_daichi2@tekuwan.co.jp,030-5442-0283,男性,1995/2/5,2017/4/1,営業本部,九州営業部,九州営業課,正社員,,"400,000",
SF825334,林,直樹,hayashi,naoki,hayashi_naoki3@tekuwan.co.jp,030-8258-6776,男性,1994/5/30,2017/4/1,営業本部,九州営業部,九州営業課,正社員,,"400,000",
SF720578,吉田,えま,yoshida,ema,yoshida_ema4@tekuwan.co.jp,030-1451-1743,女性,1994/7/6,2017/4/1,営業本部,九州営業部,九州営業課,正社員,,"400,000",
SF083776,永井,かな,nagai,kana,nagai_kana1@tekuwan.co.jp,030-9296-2960,女性,1994/10/13,2017/4/1,営業本部,九州営業部,九州営業課,正社員,,"400,000",
